motor_id,horas_operacao,temperatura_c,vibracao_hz,rotacao_rpm,corrente_a,falha_registrada
motor_02,270,100.61,24.36,1748.47,17.93,0
motor_02,271,100.35,24.06,1759.01,18.16,0
motor_02,272,100.14,24.53,1747.17,17.73,0
motor_02,273,99.82,24.29,1753.44,17.92,0
motor_02,274,97.8,23.13,1748.16,17.91,0
motor_02,275,99.9,23.93,1749.16,18.06,1
motor_03,1,72.08,9.53,1808.23,14.9,0
motor_03,2,70.5,10.35,1807.55,15.03,0
motor_03,3,72.43,10.19,1796.16,14.87,0
motor_03,4,70.52,11.59,1803.8,15.45,0
motor_03,5,68.71,9.25,1799.81,15.69,0
motor_03,6,71.2,10.02,1803.25,15.06,0
motor_03,7,69.85,9.31,1804.89,15.27,0
motor_03,8,71.29,9.81,1799.98,15.0,0
motor_03,9,70.03,11.26,1800.81,14.9,0
motor_03,10,71.35,9.1,1802.37,15.37,0
motor_03,11,71.33,8.86,1801.26,14.95,0
motor_03,12,71.34,8.83,1805.02,15.33,0
motor_03,13,70.88,10.62,1800.63,15.17,0
motor_03,14,71.97,10.29,1791.64,15.17,0
motor_03,15,73.24,10.62,1793.8,15.19,0
motor_03,16,71.91,11.33,1788.24,15.35,0
motor_03,17,73.77,11.6,1804.18,15.4,0
motor_03,18,75.04,9.34,1801.98,15.42,0
motor_03,19,72.48,9.35,1794.82,15.0,0
motor_03,20,73.28,11.14,1804.09,15.21,0
motor_03,21,73.51,10.8,1804.63,15.3,0
motor_03,22,71.36,8.9,1795.76,15.22,0
motor_03,23,74.32,10.46,1796.8,15.3,0
motor_03,24,74.41,10.35,1793.55,15.17,0
motor_03,25,73.42,10.17,1796.63,15.25,0
motor_03,26,73.49,9.6,1794.75,15.19,0
motor_03,27,75.61,10.97,1803.6,15.53,0
motor_03,28,75.63,9.73,1800.83,15.52,0
motor_03,29,75.05,10.75,1801.7,15.51,0
motor_03,30,77.72,11.48,1799.64,15.56,0
motor_03,31,74.98,10.79,1806.49,15.08,0
motor_03,32,75.08,8.45,1800.41,15.5,0
motor_03,33,73.43,9.68,1807.37,15.17,0
motor_03,34,75.09,11.3,1800.79,15.29,0
motor_03,35,76.57,11.15,1795.15,15.63,0
motor_03,36,77.19,10.48,1798.54,15.52,0
motor_03,37,75.85,11.87,1799.61,15.48,0
motor_03,38,74.88,12.1,1793.48,15.17,0
motor_03,39,76.94,9.4,1809.39,15.64,0
motor_03,40,74.82,11.26,1797.52,15.79,0
motor_03,41,75.95,9.87,1794.12,15.53,0
motor_03,42,75.34,9.97,1803.42,15.63,0
motor_03,43,75.65,10.29,1809.23,15.98,0
motor_03,44,76.25,11.23,1807.26,15.67,0
motor_03,45,76.39,10.06,1798.58,15.53,0
motor_03,46,77.94,10.26,1794.8,15.67,0
motor_03,47,78.02,11.88,1796.16,16.07,0
motor_03,48,73.13,10.26,1805.6,15.51,0
motor_03,49,76.32,9.67,1803.54,15.69,0
motor_03,50,76.85,10.77,1800.94,15.61,0
motor_03,51,77.41,11.41,1798.05,15.88,0
motor_03,52,80.0,9.56,1803.0,15.33,0
motor_03,53,75.91,10.07,1794.61,15.48,0
motor_03,54,77.91,10.66,1792.65,15.65,0
motor_03,55,76.33,9.74,1803.17,15.97,0
motor_03,56,74.97,12.58,1798.01,15.44,0
motor_03,57,75.89,9.74,1796.72,15.69,0
motor_03,58,78.0,12.76,1807.22,15.5,0
motor_03,59,78.73,11.77,1803.41,16.07,0
motor_03,60,78.15,12.25,1801.15,16.14,0
motor_03,61,75.87,11.29,1799.67,15.77,0
motor_03,62,79.75,11.09,1793.74,15.75,0
motor_03,63,78.52,11.37,1798.92,15.98,0
motor_03,64,80.86,11.3,1793.02,16.32,0
motor_03,65,80.3,11.13,1798.55,16.13,0
motor_03,66,77.77,11.0,1793.52,15.84,0
motor_03,67,78.86,10.75,1798.74,15.88,0
motor_03,68,78.35,10.8,1806.85,16.29,0
motor_03,69,79.5,11.56,1798.06,15.45,0
motor_03,70,80.07,11.54,1789.95,16.02,0
motor_03,71,81.73,11.27,1807.53,16.08,0
motor_03,72,80.56,11.67,1795.41,15.78,0
motor_03,73,81.88,11.39,1804.07,16.4,0
motor_03,74,80.99,12.23,1792.5,15.76,0
motor_03,75,80.18,12.17,1803.15,15.82,0
motor_03,76,82.31,12.4,1792.39,15.98,0
motor_03,77,79.49,12.43,1801.02,15.77,0
motor_03,78,83.33,11.61,1789.89,16.02,0
motor_03,79,79.95,12.04,1804.89,15.93,0
motor_03,80,80.23,11.96,1791.1,16.13,0
motor_03,81,80.29,12.38,1801.93,16.02,0
motor_03,82,80.46,12.81,1796.41,16.0,0
motor_03,83,80.15,12.32,1804.05,15.78,0
motor_03,84,83.64,13.04,1803.22,15.95,0
motor_03,85,79.86,12.47,1796.07,16.2,0
motor_03,86,78.6,11.17,1801.44,16.03,0
motor_03,87,84.27,11.36,1796.68,16.27,0
motor_03,88,81.5,12.23,1799.37,16.05,0
motor_03,89,82.2,12.94,1810.14,16.22,0
motor_03,90,82.11,13.3,1788.2,15.98,0
motor_03,91,81.57,11.79,1798.26,16.17,0
motor_03,92,81.38,12.1,1796.84,16.08,0
motor_03,93,82.88,13.09,1799.43,16.18,0
motor_03,94,82.39,13.47,1805.5,16.58,0
motor_03,95,83.23,12.73,1795.66,16.31,0
motor_03,96,82.63,13.61,1791.06,16.55,0
motor_03,97,81.59,12.76,1803.16,16.23,0
motor_03,98,83.4,13.48,1799.02,16.27,0
motor_03,99,80.31,13.49,1798.03,16.32,0
motor_03,100,82.24,12.78,1796.05,16.2,0
motor_03,101,83.37,12.34,1799.36,16.13,0
motor_03,102,82.32,14.04,1803.04,16.38,0
motor_03,103,82.77,12.26,1788.95,16.46,0
motor_03,104,83.42,11.99,1790.85,16.44,0
motor_03,105,83.68,12.39,1793.03,16.72,0
motor_03,106,83.12,13.72,1795.4,16.4,0
motor_03,107,84.35,14.12,1797.14,16.27,0
motor_03,108,84.13,12.46,1795.58,16.27,0
motor_03,109,83.78,13.24,1795.84,16.42,0
motor_03,110,82.66,14.49,1793.88,16.63,0
motor_03,111,84.56,13.93,1782.68,16.79,0
motor_03,112,84.31,12.95,1798.46,16.56,0
motor_03,113,83.61,13.77,1787.02,16.5,0
motor_03,114,84.93,15.16,1811.56,16.4,0
motor_03,115,86.85,13.73,1788.39,16.35,0
motor_03,116,87.74,13.84,1793.41,16.62,0
motor_03,117,84.06,14.49,1795.36,16.42,0
motor_03,118,88.24,16.24,1795.69,16.88,0
motor_03,119,86.41,13.85,1794.42,16.71,0
motor_03,120,85.68,14.65,1794.89,16.71,0
motor_03,121,86.4,14.69,1790.99,16.5,0
motor_03,122,87.53,14.08,1791.28,16.52,0
motor_03,123,85.68,13.9,1799.54,16.62,0
motor_03,124,85.61,13.9,1790.2,16.75,0
motor_03,125,87.41,14.45,1783.51,16.72,0
motor_03,126,85.52,15.33,1783.47,16.75,0
motor_03,127,88.39,13.84,1786.34,16.97,0
motor_03,128,87.47,15.17,1782.83,16.66,0
motor_03,129,88.06,13.88,1799.66,16.71,0
motor_03,130,86.75,13.69,1792.13,17.12,0
motor_03,131,88.71,16.26,1791.26,16.63,0
motor_03,132,87.16,15.41,1788.5,16.83,0
motor_03,133,87.59,15.39,1785.4,16.81,0
motor_03,134,87.54,13.78,1794.48,16.77,0
motor_03,135,88.56,14.23,1791.34,16.88,0
motor_03,136,88.75,16.33,1791.51,16.83,0
motor_03,137,87.3,17.07,1788.34,17.16,0
motor_03,138,87.93,16.29,1787.3,16.93,0
motor_03,139,89.57,15.16,1783.57,16.61,0
motor_03,140,87.68,16.16,1790.38,17.13,0
motor_03,141,89.58,16.31,1780.99,16.73,0
motor_03,142,90.41,14.68,1789.5,16.68,0
motor_03,143,87.59,16.43,1790.18,17.09,0
motor_03,144,87.48,15.05,1778.69,16.76,0
motor_03,145,89.71,15.9,1776.9,17.18,0
motor_03,146,89.65,17.09,1779.52,16.82,0
motor_03,147,91.56,16.71,1788.05,17.13,0
motor_03,148,88.5,17.12,1790.81,16.78,0
motor_03,149,92.51,15.95,1771.73,16.94,0
motor_03,150,90.81,16.12,1789.85,16.91,0
motor_03,151,92.94,16.47,1792.59,16.73,0
motor_03,152,89.24,17.73,1796.17,17.26,0
motor_03,153,87.45,15.7,1786.23,17.3,0
motor_03,154,94.94,18.13,1792.29,17.28,0
motor_03,155,88.98,16.16,1783.71,16.89,0
motor_03,156,93.19,16.92,1777.81,17.05,0
motor_03,157,90.52,16.92,1787.03,17.02,0
motor_03,158,95.19,17.75,1784.62,17.39,0
motor_03,159,90.37,16.86,1780.86,17.07,0
motor_03,160,89.92,16.76,1784.95,17.26,0
motor_03,161,91.09,17.4,1781.36,16.98,0
motor_03,162,91.19,17.65,1777.7,17.13,0
motor_03,163,90.48,16.8,1788.41,17.05,0
motor_03,164,92.78,17.66,1781.94,17.04,0
motor_03,165,90.85,18.24,1780.4,16.83,0
motor_03,166,93.76,17.87,1776.27,17.13,0
motor_03,167,91.68,18.44,1778.12,17.14,0
motor_03,168,93.16,19.27,1784.24,17.39,0
motor_03,169,90.68,19.51,1782.91,17.15,0
motor_03,170,89.47,18.68,1774.39,17.12,0
motor_03,171,93.6,19.94,1770.48,17.56,0
motor_03,172,94.66,17.4,1774.7,17.43,0
motor_03,173,94.42,18.05,1774.49,17.37,0
motor_03,174,91.93,20.27,1772.98,17.07,0
motor_03,175,92.86,19.34,1774.79,17.13,0
motor_03,176,93.19,19.19,1774.18,17.13,0
motor_03,177,93.45,19.4,1782.59,17.25,0
motor_03,178,90.94,19.35,1768.4,17.44,0
motor_03,179,91.78,19.91,1783.78,17.25,0
motor_03,180,96.71,19.37,1780.63,17.35,0
motor_03,181,94.26,20.49,1766.53,17.54,0
motor_03,182,92.28,20.45,1773.01,17.51,0
motor_03,183,91.18,19.72,1767.69,17.2,0
motor_03,184,95.15,20.23,1772.3,17.94,0
motor_03,185,96.72,19.98,1775.86,17.3,0
motor_03,186,93.83,20.97,1771.36,17.66,0
motor_03,187,94.06,21.18,1774.7,17.1,0
motor_03,188,94.11,20.41,1770.0,17.15,0
motor_03,189,97.86,20.76,1770.4,17.05,0
motor_03,190,93.52,19.78,1775.99,17.56,0
motor_03,191,95.29,21.17,1769.0,17.64,0
motor_03,192,95.64,21.48,1766.18,17.47,0
motor_03,193,93.63,20.9,1767.05,17.73,0
motor_03,194,96.82,21.45,1762.43,17.64,0
motor_03,195,93.63,21.35,1760.85,17.35,0
motor_03,196,95.41,22.53,1766.63,17.69,0
motor_03,197,98.4,21.35,1766.55,17.68,0
motor_03,198,95.29,21.8,1776.51,17.41,0
motor_03,199,96.41,23.55,1775.55,17.89,0
motor_03,200,96.32,20.95,1769.14,17.84,0
motor_03,201,98.32,22.86,1764.37,17.93,0
motor_03,202,95.21,21.37,1768.5,17.43,0
motor_03,203,95.75,23.48,1763.04,18.05,0
motor_03,204,96.1,22.54,1763.09,17.79,0
motor_03,205,98.63,22.03,1762.73,17.43,0
motor_03,206,93.4,23.83,1761.12,17.95,0
motor_03,207,97.81,23.91,1763.7,18.03,0
motor_03,208,97.75,22.03,1754.26,17.76,0
motor_03,209,96.94,22.65,1768.98,18.06,0
motor_03,210,99.51,22.25,1758.5,17.91,0
motor_03,211,97.88,23.92,1754.54,18.11,0
motor_03,212,96.49,22.62,1754.2,17.84,0
motor_03,213,100.02,23.72,1759.49,18.05,0
motor_03,214,100.47,24.63,1751.65,17.75,0
motor_03,215,98.23,24.01,1754.16,18.24,0
motor_03,216,99.88,22.1,1750.29,17.92,0
motor_03,217,98.79,26.66,1759.16,17.96,0
motor_03,218,98.55,24.96,1758.32,17.81,0
motor_03,219,99.51,23.21,1749.86,17.71,0
motor_03,220,100.8,25.2,1742.97,17.97,0
motor_03,221,100.03,24.78,1745.78,18.27,0
motor_03,222,99.29,23.39,1749.76,17.78,0
motor_03,223,100.69,25.02,1753.85,18.23,0
motor_03,224,100.35,25.28,1752.42,17.56,1
motor_04,1,69.05,11.31,1805.09,14.88,0
motor_04,2,68.97,10.49,1798.36,15.03,0
motor_04,3,71.33,9.31,1798.9,14.96,0
motor_04,4,69.47,9.97,1802.25,15.17,0
motor_04,5,71.04,9.26,1798.69,14.8,0
motor_04,6,69.87,9.47,1803.4,14.88,0
motor_04,7,69.65,11.2,1787.36,15.23,0
motor_04,8,70.33,10.07,1798.39,15.28,0
motor_04,9,70.47,10.51,1793.7,15.41,0
motor_04,10,71.9,10.51,1795.16,15.19,0
motor_04,11,71.9,8.49,1796.66,14.99,0
motor_04,12,72.28,11.5,1799.85,15.48,0
motor_04,13,69.13,10.23,1794.34,14.7,0
motor_04,14,71.07,9.82,1795.46,15.23,0
motor_04,15,71.97,11.44,1801.0,15.24,0
motor_04,16,69.87,10.53,1798.44,15.11,0
motor_04,17,73.3,9.45,1805.38,14.8,0
motor_04,18,72.34,10.08,1798.78,14.96,0
motor_04,19,69.91,10.21,1793.62,15.19,0
motor_04,20,72.59,9.61,1795.63,15.23,0
motor_04,21,74.04,10.02,1805.19,15.12,0
motor_04,22,67.45,10.44,1803.33,15.29,0
motor_04,23,73.01,11.18,1800.44,14.92,0
motor_04,24,72.55,9.69,1798.22,15.35,0
motor_04,25,72.92,11.26,1802.95,15.36,0
motor_04,26,72.93,9.35,1794.91,15.45,0
motor_04,27,74.08,9.47,1801.8,15.46,0
motor_04,28,73.0,9.2,1802.49,15.3,0
motor_04,29,74.91,10.39,1796.9,15.53,0
motor_04,30,71.49,9.49,1796.24,15.43,0
motor_04,31,71.92,9.25,1809.06,15.41,0
motor_04,32,73.28,11.68,1809.2,15.25,0
motor_04,33,75.17,10.56,1797.14,15.47,0
motor_04,34,73.33,11.28,1799.6,15.05,0
motor_04,35,74.04,10.03,1807.12,15.72,0
motor_04,36,72.92,9.91,1797.33,15.31,0
motor_04,37,72.84,11.57,1793.83,15.57,0
motor_04,38,73.25,10.6,1810.93,15.62,0
motor_04,39,73.18,9.95,1795.89,15.37,0
motor_04,40,72.56,10.34,1809.75,15.36,0
motor_04,41,77.1,10.52,1796.54,15.37,0
motor_04,42,74.82,10.95,1802.26,15.54,0
motor_04,43,73.0,10.14,1797.37,15.22,0
motor_04,44,75.94,10.25,1799.43,15.33,0
motor_04,45,75.03,11.35,1791.11,15.51,0
motor_04,46,73.09,10.78,1805.94,15.56,0
motor_04,47,76.45,9.77,1801.44,15.71,0
motor_04,48,74.72,11.15,1798.67,15.58,0
motor_04,49,74.85,11.66,1806.48,15.56,0
motor_04,50,75.87,10.38,1800.75,15.72,0
motor_04,51,74.21,10.66,1800.28,15.76,0
motor_04,52,75.62,9.18,1802.44,16.02,0
motor_04,53,75.78,9.45,1791.88,15.45,0
motor_04,54,77.19,10.09,1791.92,15.61,0
motor_04,55,75.82,9.69,1799.56,15.6,0
motor_04,56,76.08,10.33,1791.44,15.87,0
motor_04,57,75.25,9.25,1793.71,15.45,0
motor_04,58,77.91,10.47,1789.77,15.77,0
motor_04,59,77.43,10.8,1794.31,15.7,0
motor_04,60,76.16,9.84,1797.54,15.89,0
motor_04,61,79.58,9.37,1801.19,15.82,0
motor_04,62,77.18,10.48,1801.64,15.97,0
motor_04,63,78.65,10.92,1798.4,15.88,0
motor_04,64,78.19,9.92,1801.96,15.92,0
motor_04,65,75.84,10.76,1799.31,15.57,0
motor_04,66,74.58,10.52,1804.78,15.49,0
motor_04,67,81.63,10.75,1793.39,15.4,0
motor_04,68,79.59,11.29,1803.16,16.01,0
motor_04,69,76.67,10.83,1796.43,15.8,0
motor_04,70,78.74,11.67,1806.78,16.0,0
motor_04,71,77.22,9.89,1790.89,15.87,0
motor_04,72,78.05,10.97,1801.54,15.84,0
motor_04,73,76.77,10.92,1796.06,16.15,0
motor_04,74,75.63,10.27,1799.57,15.9,0
motor_04,75,76.26,10.83,1796.82,16.0,0
motor_04,76,79.32,12.1,1788.16,15.84,0
motor_04,77,80.54,11.25,1799.14,15.71,0
motor_04,78,77.85,10.83,1792.15,16.01,0
motor_04,79,77.55,11.61,1795.26,15.97,0
motor_04,80,79.75,9.46,1805.14,15.79,0
motor_04,81,77.89,12.49,1796.47,15.57,0
motor_04,82,77.78,10.96,1804.91,15.9,0
motor_04,83,79.94,11.71,1803.4,15.97,0
motor_04,84,78.59,10.62,1793.8,16.07,0
motor_04,85,79.71,10.5,1787.41,15.8,0
motor_04,86,81.25,11.68,1803.6,16.24,0
motor_04,87,79.89,10.88,1805.17,15.84,0
motor_04,88,80.04,11.01,1796.97,16.09,0
motor_04,89,80.31,13.4,1798.09,15.96,0
motor_04,90,82.21,11.52,1798.26,16.02,0
motor_04,91,80.54,11.93,1792.62,15.94,0
motor_04,92,81.15,12.92,1802.64,15.73,0
motor_04,93,82.11,13.0,1793.01,16.42,0
motor_04,94,77.68,12.85,1796.57,16.08,0
motor_04,95,81.81,11.78,1802.77,15.97,0
motor_04,96,81.29,11.7,1798.23,15.99,0
motor_04,97,80.94,12.63,1795.9,16.14,0
motor_04,98,79.19,11.53,1796.13,16.07,0
motor_04,99,82.28,10.91,1794.26,16.24,0
motor_04,100,83.58,12.65,1794.02,16.15,0
motor_04,101,82.05,12.23,1795.69,15.99,0
motor_04,102,81.28,12.38,1797.25,16.1,0
motor_04,103,82.1,13.24,1796.43,16.44,0
motor_04,104,82.88,11.22,1797.95,16.31,0
motor_04,105,80.97,11.55,1809.35,16.41,0
motor_04,106,85.04,12.8,1802.19,15.97,0
motor_04,107,82.99,12.16,1799.23,16.14,0
motor_04,108,82.84,11.27,1790.29,16.28,0
motor_04,109,82.19,12.52,1795.78,16.27,0
motor_04,110,81.01,12.8,1804.64,16.05,0
motor_04,111,81.89,13.37,1802.86,16.02,0
motor_04,112,81.36,12.38,1789.68,16.59,0
motor_04,113,82.34,13.45,1787.25,16.11,0
motor_04,114,85.61,13.21,1803.77,16.13,0
motor_04,115,82.67,14.33,1788.33,16.42,0
motor_04,116,84.01,12.55,1790.4,16.47,0
motor_04,117,83.41,13.26,1790.56,16.37,0
motor_04,118,82.98,13.15,1787.84,16.63,0
motor_04,119,83.67,13.15,1801.65,16.29,0
motor_04,120,84.74,13.23,1803.05,16.27,0
motor_04,121,83.08,13.53,1801.78,16.64,0
motor_04,122,82.04,13.29,1794.27,16.77,0
motor_04,123,85.32,13.46,1801.35,16.63,0
motor_04,124,83.49,13.66,1795.41,16.16,0
motor_04,125,84.22,14.46,1804.79,16.3,0
motor_04,126,86.02,12.69,1796.5,16.33,0
motor_04,127,85.43,13.56,1790.53,16.65,0
motor_04,128,88.01,12.88,1795.32,16.33,0
motor_04,129,84.44,14.23,1794.92,16.3,0
motor_04,130,85.18,11.9,1791.86,15.9,0
motor_04,131,87.27,12.84,1797.88,16.65,0
motor_04,132,84.02,13.29,1792.1,16.52,0
motor_04,133,85.61,14.57,1786.42,16.78,0
motor_04,134,85.05,12.87,1799.58,16.7,0
motor_04,135,84.49,13.73,1796.36,16.46,0
motor_04,136,85.7,13.81,1796.04,16.48,0
motor_04,137,82.56,14.58,1790.76,16.65,0
motor_04,138,85.96,14.27,1789.64,16.39,0
motor_04,139,86.43,14.21,1792.31,16.56,0
motor_04,140,86.71,15.41,1793.87,16.55,0
motor_04,141,84.28,15.12,1792.99,16.18,0
motor_04,142,83.54,15.11,1787.02,16.7,0
motor_04,143,87.99,14.2,1800.83,16.55,0
motor_04,144,88.2,14.19,1791.97,16.83,0
motor_04,145,87.0,14.12,1788.85,16.47,0
motor_04,146,86.15,15.41,1784.08,16.73,0
motor_04,147,87.22,15.42,1789.0,16.8,0
motor_04,148,86.36,14.56,1799.21,16.55,0
motor_04,149,86.76,14.83,1788.52,16.7,0
motor_04,150,83.66,15.39,1793.48,17.02,0
motor_04,151,87.95,14.11,1793.27,17.0,0
motor_04,152,85.29,14.28,1795.46,16.8,0
motor_04,153,85.88,15.61,1790.45,16.9,0
motor_04,154,86.68,15.9,1788.45,16.91,0
motor_04,155,88.84,15.27,1787.24,17.07,0
motor_04,156,89.11,14.9,1794.85,16.79,0
motor_04,157,88.84,14.44,1782.68,16.75,0
motor_04,158,90.67,14.21,1786.11,16.71,0
motor_04,159,89.73,14.54,1792.59,16.69,0
motor_04,160,87.63,14.36,1793.86,16.21,0
motor_04,161,90.73,15.74,1794.41,16.77,0
motor_04,162,90.39,14.36,1793.65,17.0,0
motor_04,163,88.75,15.62,1779.95,17.07,0
motor_04,164,88.14,16.47,1778.11,16.81,0
motor_04,165,91.49,15.75,1787.2,17.17,0
motor_04,166,89.73,15.67,1785.98,16.8,0
motor_04,167,90.07,17.42,1789.26,17.06,0
motor_04,168,89.59,16.06,1791.64,16.9,0
motor_04,169,90.81,17.36,1783.32,16.8,0
motor_04,170,87.94,17.34,1786.34,16.91,0
motor_04,171,90.39,15.9,1785.17,16.76,0
motor_04,172,88.42,15.05,1790.64,17.03,0
motor_04,173,89.25,16.98,1785.29,17.16,0
motor_04,174,88.11,14.04,1781.98,16.93,0
motor_04,175,86.45,17.2,1787.83,16.87,0
motor_04,176,88.81,16.6,1787.65,17.23,0
motor_04,177,89.71,16.7,1789.81,17.1,0
motor_04,178,90.22,16.48,1787.97,17.18,0
motor_04,179,88.99,16.66,1770.3,17.02,0
motor_04,180,91.04,16.49,1785.66,16.87,0
motor_04,181,87.54,17.97,1783.18,16.88,0
motor_04,182,93.07,15.75,1780.17,17.21,0
motor_04,183,94.55,17.13,1789.08,17.18,0
motor_04,184,89.6,17.48,1781.61,17.15,0
motor_04,185,93.72,17.48,1779.69,17.51,0
motor_04,186,90.35,16.58,1788.38,16.91,0
motor_04,187,89.98,18.1,1785.02,17.23,0
motor_04,188,90.97,17.9,1785.1,17.04,0
motor_04,189,90.7,18.72,1780.46,16.87,0
motor_04,190,91.86,18.32,1772.01,17.26,0
motor_04,191,92.63,17.5,1774.85,17.06,0
motor_04,192,94.85,20.01,1784.32,17.23,0
motor_04,193,93.58,17.7,1781.73,17.25,0
motor_04,194,92.34,18.34,1775.67,17.25,0
motor_04,195,92.09,19.71,1777.88,17.51,0
motor_04,196,94.21,18.72,1784.16,17.01,0
motor_04,197,94.07,18.4,1781.16,17.43,0
motor_04,198,92.87,18.76,1783.79,17.37,0
motor_04,199,93.66,18.42,1776.05,17.31,0
motor_04,200,91.81,18.55,1777.42,17.6,0
motor_04,201,91.49,17.51,1769.89,17.27,0
motor_04,202,93.72,19.24,1780.27,17.5,0
motor_04,203,97.46,19.53,1768.61,17.33,0
motor_04,204,94.52,18.02,1778.29,17.5,0
motor_04,205,90.64,18.63,1771.95,17.18,0
motor_04,206,94.89,19.09,1779.56,17.4,0
motor_04,207,94.77,19.49,1767.33,17.42,0
motor_04,208,93.05,19.34,1770.04,17.56,0
motor_04,209,94.56,19.76,1772.2,17.14,0
motor_04,210,95.46,19.61,1779.48,17.23,0
motor_04,211,95.87,20.06,1772.24,17.44,0
motor_04,212,92.29,17.81,1770.57,17.18,0
motor_04,213,94.48,19.49,1771.67,17.49,0
motor_04,214,97.08,20.89,1767.73,17.48,0
motor_04,215,94.87,19.81,1773.84,17.32,0
motor_04,216,96.75,19.76,1770.96,17.24,0
motor_04,217,97.09,20.46,1766.82,17.59,0
motor_04,218,95.24,20.18,1777.96,17.32,0
motor_04,219,95.84,19.77,1777.79,17.33,0
motor_04,220,94.8,19.97,1774.74,17.62,0
motor_04,221,95.14,20.31,1772.06,17.42,0
motor_04,222,92.07,20.36,1759.46,17.56,0
motor_04,223,97.09,21.83,1775.95,17.38,0
motor_04,224,94.91,21.23,1776.92,17.37,0
motor_04,225,95.65,21.61,1771.81,17.49,0
motor_04,226,96.69,21.04,1774.3,17.49,0
motor_04,227,98.07,20.12,1763.24,17.22,0
motor_04,228,94.9,21.72,1758.29,17.7,0
motor_04,229,95.0,21.04,1765.83,17.67,0
motor_04,230,96.64,20.84,1761.79,18.04,0
motor_04,231,95.59,20.94,1774.56,17.61,0
motor_04,232,95.75,20.82,1766.46,17.69,0
motor_04,233,96.2,21.74,1769.52,17.63,0
motor_04,234,97.53,21.03,1757.95,17.53,0
motor_04,235,97.86,22.55,1773.95,17.79,0
motor_04,236,96.61,20.14,1764.37,17.51,0
motor_04,237,97.0,21.86,1758.6,17.36,0
motor_04,238,96.8,22.39,1766.27,17.75,0
motor_04,239,98.85,22.21,1767.15,17.72,0
motor_04,240,97.38,23.34,1765.47,17.66,0
motor_04,241,98.94,22.07,1764.92,17.26,0
motor_04,242,94.86,24.06,1753.56,17.54,0
motor_04,243,98.72,23.93,1756.29,17.83,0
motor_04,244,100.21,23.05,1749.54,17.9,0
motor_04,245,99.44,22.21,1760.52,17.79,0
motor_04,246,99.36,24.22,1752.21,18.05,0
motor_04,247,99.63,21.79,1757.72,17.91,0
motor_04,248,97.85,24.37,1760.83,17.93,0
motor_04,249,96.87,23.07,1763.05,17.44,0
motor_04,250,98.45,22.01,1762.77,17.62,0
motor_04,251,100.35,23.9,1743.78,17.82,0
motor_04,252,96.12,22.52,1750.23,17.94,0
motor_04,253,102.32,24.04,1758.0,17.91,0
motor_04,254,100.17,23.46,1757.8,17.96,0
motor_04,255,101.77,25.73,1754.49,17.6,0
motor_04,256,96.42,22.88,1763.49,18.05,0
motor_04,257,101.18,24.36,1750.58,17.93,0
motor_04,258,100.03,23.74,1758.38,17.95,0
motor_04,259,99.01,25.0,1757.67,18.0,0
motor_04,260,103.04,23.52,1752.06,18.09,0
motor_04,261,98.93,25.07,1761.14,17.98,0
motor_04,262,100.33,25.14,1744.04,18.29,0
motor_04,263,98.62,25.07,1752.28,17.66,1
motor_05,1,68.58,10.7,1800.32,14.87,0
motor_05,2,68.3,8.82,1797.11,15.06,0
motor_05,3,70.63,9.73,1801.66,15.06,0
motor_05,4,68.66,11.29,1796.48,14.7,0
motor_05,5,71.63,8.8,1803.36,15.15,0
motor_05,6,67.22,10.38,1802.44,15.26,0
motor_05,7,71.54,11.08,1797.54,15.07,0
motor_05,8,71.9,9.64,1800.47,15.28,0
motor_05,9,74.05,10.93,1797.93,15.11,0
motor_05,10,73.68,9.17,1794.85,15.12,0
motor_05,11,72.16,11.19,1802.19,14.93,0
motor_05,12,73.33,8.42,1793.13,15.15,0
motor_05,13,72.95,9.81,1800.94,15.57,0
motor_05,14,70.33,8.39,1800.67,15.01,0
motor_05,15,75.84,9.08,1799.51,15.55,0
motor_05,16,70.55,10.54,1804.4,15.21,0
motor_05,17,72.17,10.47,1808.53,15.24,0
motor_05,18,72.88,9.69,1805.26,15.24,0
motor_05,19,71.12,10.19,1799.73,15.08,0
motor_05,20,72.14,10.22,1801.97,15.12,0
motor_05,21,71.59,9.74,1800.07,14.84,0
motor_05,22,73.96,10.38,1797.48,15.37,0
motor_05,23,73.82,11.17,1802.65,15.57,0
motor_05,24,70.52,9.86,1803.21,15.41,0
motor_05,25,74.47,10.04,1791.06,15.61,0
motor_05,26,72.99,10.02,1798.43,15.42,0
motor_05,27,74.58,9.09,1794.62,15.47,0
motor_05,28,74.14,9.57,1795.41,15.44,0
motor_05,29,74.95,10.55,1793.03,15.45,0
motor_05,30,73.97,10.96,1799.01,15.2,0
motor_05,31,75.51,10.6,1810.56,15.21,0
motor_05,32,74.39,10.74,1802.64,15.43,0
motor_05,33,75.14,9.42,1809.88,15.46,0
motor_05,34,74.81,10.24,1800.16,15.54,0
motor_05,35,73.1,10.76,1794.12,15.27,0
motor_05,36,74.73,12.47,1787.42,15.7,0
motor_05,37,74.49,10.12,1803.05,15.59,0
motor_05,38,76.0,11.84,1806.69,15.52,0
motor_05,39,72.28,11.11,1802.88,15.71,0
motor_05,40,75.8,9.57,1809.55,15.41,0
motor_05,41,74.51,10.71,1806.76,15.64,0
motor_05,42,76.29,10.64,1800.01,15.81,0
motor_05,43,76.96,10.97,1798.79,15.97,0
